text,len_content,middle category,dept
"도로굴착, 하수도공사 너무 오래 합니다 바쁘신 업무에 수고가 많으십니다 .. 지나다니면서 자주 느끼다가 오늘에야 이야기합니다 위치는 수성구 범어동 한도 맨션 건너편 청구 공작 아파트 북편 도로입니다 .. 12Μ도로를 굴착하여 하수도 공사를 하고 있는데, 오랫동안 도로를 점유 차랑 통행이 불가능하고 먼지, 소음, '.등 막대한 피해를 초래하고 있습니다 이곳은 항상 많은 차량과 사람들이 통행하는 관계로, 하루속히 공사를 마무리하고 도로포장을 하여 주시기 바랍니다 많이 힘드시겠지만 공사업체를 감독하여 주시면 감사하겠습니다 그럼 수고하십시오",696,도시국,도시국 건축과
"욱수동 보국웰리치 차량 주출입구 문의 연일 노고에 수고 많으십니다. 욱 수동에 거주하는 시민입니다. 다름이 아니라 욱수동에 보국웰리치아파트가 곧 입주 예정으로 알고 있는데 아파트 정문 뒤쪽 소방도로에 차량 주출입구가 두 개 ( 초롱 빌라-차량 출입구가 설치되어 있음 하와이 목욕탕 방향-인도 턱도 없애고 화분으로 임시방편으로 막아놓았음 ) 설치되어 있는데, 현재 태왕 3차. 4차. 5차 아파트를 보면 뒤쪽 소방도로 방향으로 차량 주출입구가 설치된 곳은 없습니다 같은 소방도로 길인데 보국 아파트만 차량 주출입구가 설치되어 있어 문의드립니다",774,도시국,도시국 교통과
,622,도시국,도시국 건축과
공무원이 해야 할 일을 시민이 하고 있으니 .. ( 불법 주정차 ) 아래 불법 주정차 관련 민원 글을 올리는 분과 같은 심정이다 도대체 공무원들은 왜 사명감이 없는가 시지지역은 불법 주정차 천지다 경찰도 공무원도 손을 놓은 지 오래다 피 같은 세금으로 현수막과 패널만 제작하여 붙여대고 있다 근절될 때까지 불법 주정차량과의 전쟁을 하겠다는 사명감도 없다 정의감 넘치는 일반 시민보다도 못하다 시민들의 세금으로 지출되는 그들의 월급이 아깝다 공무원들이 바뀌지 않는 한 결코 선진사회는 불가능하다 나도 이제 이 글을 마지막으로 올린다 민원에 대한 답글을 올리는 사람이 알바로 의심된다 시정이 되지 않고 있으니 ... 제발 좀 일 좀 열심히 합시다 .. 시민들이 불법 주정차 차량 사진 찍고 글 올리고 하게 해서 되겠습니까 부끄럽지 않습니까,251,도시국,도시국 공원녹지과
,269,교육문화국,교육문화국 문화체육과
개 또 남을 고발합니다 새벽 등산로 형제봉 정상 부근에서 농사를 지으며 새벽 등산로에 개를 풀어 배설과 등산객 ( 특히 ) 여성 등산객들에게 공포감 조성 및 산 짐승인 오소리 토끼 고라니 등 을 죽이기도 하며 현제 경작하고 있는 밭 또한 군사보호구역 이 아닌지 그리고 네 차래 나 개를 풀지 말라고 경고를 했으나 당연한 태도로 합리화하는 개인주의적 사고에 경멸감까지 생길 지경입니다. 현행법으론 엄중한 벌금형이 적용되는 줄 알고 있습니다만. 이놈의 개 때문에 이젠 산토끼도 불수 없어요 빠른 처리 부탁합니다. 참고로 사진도 찍어 놓았습니다 ※ 첨부파일 : 수성구청 1.jpg 수성구청 2.jpg,813,복지국,복지국 자원순환과
"도로 및 인도 청소 부탁드립니다 바쁘신 업무에 수고가 많으십니다 .. 지나다니면서 자주 느끼다가 오늘에야 이야기합니다 위치는 시지 사월동 대성유니드 아파트 북편 도로입니다 .. 대성유니드 정문 쪽은 청소가 잘 되어 있는데 이곳은 항상 청소구역에서 빠져 있어서 그런지 많이 지저분한 느낌이 듭니다 풀도 많이 나있고요, 쓰레기 등등 인도로 다니기가 싫을 정도입니다 .. 며칠 전에 찍은 사진을 첨부합니다 많이 힘드시겠지만 청소구역에 이곳도 포함시켜 주시면 감사하겠습니다 그럼 수고하십시오 ※ 첨부파일 : 사진 080831_2.jpg",193,도시국,도시국 건축과
말로만 말고 단속 좀 하세요 한 달 전쯤에도 글 올렸는데 문깡 앞 도로 학원차량들 2차선 불법 주차 단속 좀 하세요 말로만 단속한다고 하지 말고 한 번도 단속하는 걸 못 봤습니다 도대체 단속은 말로만 하나요 학원에서 구청으로 도로 2차선 점거해서 사용해도 된다고 돈이라도 내고 쓰나요 단속 안 하는 이유가 멉니까 학원차량들 때문에 통행에 지장을 주고 사고 유발 가능성도 있습니다 이번에도 말로만 단속한다고 하시 건가요 일반 차량들은 5분만 정차를 해도 단속을 해서 견일을 해가는데 하루 이틀 일도 아니고 몇 년 전부터 그러는데 단속 좀 하십시오 이번에도 말로만 단속한다고 하는지 함 두고 보겠습니다,289,도시국,도시국 건축과
불법 주정차량 단속 바랍니다 얼마 전 하교 시간 경북고등학교 맞은편 농협 앞 도로 불법주차 차량으로 글 쓴바 있습니다 단속한다고 답변하셨지만 전혀 단속하시는 것도 못 봤고 개선된 것도 없습니다 농협 앞 도로와 캐슬 4단지 입구 내리막 쪽에 설 대학원과 경북고 학부형들의 불법 정차 및 2중 주차로 캐슬 4단지 사는 주민 입장에서 불편이 이만저만이 아닙니다 농협 앞 도로에도 불법주차 방지용 삼각대라고 하나요 그거 몇 개 설치 바라고 제발 하교 시간에 단속 좀 바랍니다 단속 좀 ... 와서 보시면 개념 없는 학부형들 차들로 난장판입니다 그리고 불법주차 차량 사진 찍어 구청에 보내면 과태료 청구 됩니까 알려주십시오,1186,복지국,복지국 자원순환과
금호강변 제방길 제초작업해 주세요 안녕하세요 수성구 매호동에서 금호강변 쪽으로 나가면 경산에서 내려오는 남천과 금호강이 만나는 시점부터 율하지점으로 가는 잠수교까지 강변 제방길이 잡초로 어우러져서 사람이 다니기가 불편할 정도입니다 그 제방 길은 수성구에서 동구 아양교 쪽으로 이어지는 제방길로 산책로 및 자전거도로 많은 사람들이 휴일에 운동 및 여가를 즐기는 제방 길입니다 그런데 잡초가 너무 많아서 우범지대같이 되어가고 있습니다 현장을 한번 답사하시고 잡초를 제거하여 주십시오 그리고 마을 앞으로 시멘트길이 있기는 하나 그 길은 개를 사육하는 집과 돼지를 사육하는 집으로 그 앞을 지나가면 집집마다 개를 기르고 있어서 개 짖는 소리 땜에 지나가면 무서울 정도입니다 ※ 현장지도를 첨부하였으니 참고하십시오 ※ 첨부파일 : 금호강 변제 방도로. ppt,403,도시국,도시국 건축과
,1230,도시국,도시국 건축과
범어삼환나우빌 앞 장기 방치차량 처리 요구 구청 업무에 노고가 많으십니다 범어삼환나우빌 102동 앞 복개도로변에 횡단보도상에 장기간 방치된 방치 차량 처리를 요구하오니 조속한 시일 내에 조치를 부탁드립니다 위치 : 대구시 수성구 수성 4가동 1005번지 범어삼환나우빌 앞 범어천 복개도로변 횡단보도 앞 차량번호 : 55로 2945 차 종 : EF 소나타 특기사항 : 횡단보도상에 주차되어 있어 보행 시 시야 확보 불가로 인한 안전사고 우려,682,도시국,도시국 건축과
,179,복지국,복지국 자원순환과
"3767번 홈피 개선 제안의 핵심을 ... 잘못 이해한 것 같아 다시 글을 올립니다 지명유래, 산명 유래 알기의 중요성을 인정하지 않고, 올려놓았으니 찾아 들어가는 것은 그대의 몫이라면 여기서 끝내고 ... 중요성, 편의성을 인정하고 그대의 몫이 아니라는 전제하에 ... 전국 지자체 3803홈피에 제마다 지명유래 폴더를 올려놓았는데 귀 구처럼 여러 단계, 미로를 거쳐 어렵게 찾아가야 합니다 이를 편의, 효율성을 생각, 한눈에 볼 수 있는 바탕화면 상단에 올려놓자는 거고, 여건이 허락하지 않는다면 左右 단의 [ QUICK LINK ] 등에 둘 수도 있겠군요 성가시다 마시고 내 고장 사랑, 내 고장 홍보하는 마음으로 관계자들과 논의하여 빠를수록 좋으니 답변 부탁드립니다",1320,도시국,도시국 건축과
"인도에 불법 노점상 단속 바랍니다 시내 쪽에서 수성교 다리 지나면 목욕탕 지나서 버스승강장 근처, , 대로변 홈 패션 가게 앞 인도 쪽에 노점상이 버섯이 자리 잡고 있습니다 저희가 살고 있는 태왕 리버뷰 아파트 입구 쪽과도 가깝습니다 아이들 때문에 유모차와 자전거를 잘 이용하여 다니는데 불편함이 많습니다 생계가 어려워 노점상을 한다지만 수성교에서 범어네거리로 이어지는 그 대로변에 노점을 크게 펼쳐놓고 하는 것은 도시미관도 좋지 않아 보입니다 빠른 조치 기다리겠습니다",179,복지국,복지국 자원순환과
"아파트 진입도로와 15M 도로 교차점의 차량 및 보행자 안전조치 요청 건 평소 구정에 노고가 많으십니다 신매동 10-14번지 소재 사월 화성파크드림 1단지의 진입도로와 15M 도로 교차점에 컨테이너 박스가 2개 설치되어 있습니다 이로 인해 당 아파트에서 나가는 차량의 좌측 시야를 가려서 멀리서 달려오는 직진 차량 식별에 어려움을 겪고 있어 안전사고 발생이 우려되오니 조속히 철거 조치하여 주시기 바랍니다 덧붙여 당이 아파트 진입로와 15M 도로 교차점에는 항상 사고의 위험이 있는바, 반사경 설치 및 등하교 시 어린이들이 학교까지 안전하게 도로를 건너다닐 수 있게 횡단보도 및 도로 방지턱 설치로 안전사고가 미연에 예방될 수 있도록 조치하여 주시기 바랍니다",204,도시국,도시국 건축과
"신매동 매호 초등학교 인근 불법 주차 단속 요청 안녕하십니까 노고가 많으십니다 신매동 매호 초등학교와 시 지태와 1차 아파트 사이 2차선 도로에 있는 불법 주차 차량에 대해 강력한 단속으로 근절 시켜주십시오 아침과 오후에 학생들의 등하교 시 주차되어 있는 차량으로 시야가 가려져 상당히 위험한 상태에서 도로를 건너고 있고 또한 횡단보도에도 주차되어 있어 학생들이 불법 횡단 활 수밖에 없는 실정입니다 근처 시지 아의 프라임 아파트 공사로 인한 공사 차량도 많이 다니고 있어 더욱 위험합니다 구정에 있어 다른 무엇보다도 어린 학생들의 안전이 최우선 되어야 된다고 생각합니다, 초지급으로 지속적으로 단속 요청드립니다, 감사합니다 ..",1447,도시국,도시국 건축과
,589,복지국,복지국 자원순환과
고친 보안등이 또 고장 났어요 수고 많으십니다 다름이 아니옵고 전번 달에 민원신청하여 고친 보안등이 며칠 가지 않아 금방 고장이 나서 지금 불이 들어오지 않고 있습니다 제발 좀 고장 나지 않게 잘 고쳐주십시오 주소 : 지산 2동 1207-10번지 ( 원다 세대 앞 보안등 번호:33번 ) 부탁합니다,384,복지국,복지국 자원순환과
,347,복지국,복지국 자원순환과
욱수 천정배 태왕 3차와 4~5차 그리고 곧 입주할 보국웰리치 ... 입주하고 있는 시지 효성 백년가약 ... 주변 육수천 ... 육수천 정비한다는 현수막이 걸려있고 ... 육수천 정비한다는 기간은 벌써 지났지만 ... 손도 대지 않은 것 같습니다 ... 어떻게 되는지 궁금합니다 ... 그 긴 공룡 발자국도 보존되어 있고 ... 물이 조금 있다 보니 애들이 한 번씩 내려가 놀기도 하더군요 ... 잡초들이 너무 무성하게 자라나 있습니다 ....,157,복지국,복지국 자원순환과
가천동에 사는 6학년 초등생입니다 ... 저는 대구시 수성구가 천동에 사는 6학년 학생입니다 저는 학교가 너무 멀어서 걸어 다녀야 합니다 그런데 가천동 길을 넓히는 공사가 한창인데 많은 차량들이 아침마다 우리 동네로 들어옵니다 길이 넓혀지지 않았는데 차들이 많이 들어와서 학교에 걸어가기가 힘듭니다 도로 넓히기 공사를 하지 않았을 때는 걸어 다니기 좋고 차들도 별로 안 다니는데 지금은 도로를 조금 넓혀서 차들이 쌩쌩 달립니다 앞에서 말했듯이 학교 가기가 불편합니다 그리고 인도가 없어서 도로를 걸어야 하는데 차들이 뒤에서 욕하고 빵빵거립니다 저희 엄마와 누나가 이 글을 올리라고 하여서 올립니다 차들 좀 통제할 수 있나요 제발 빠른 통제를 해주시기 바랍니다 수성구 구청장님께 ...,158,도시국,도시국 교통과
"공정한 주정차 위반 단속 본인은 들안길에서 건축자재 판매업을 8년째 하고 있는데 2008.8.11 일 오전 8시 52분경 본인 소유의 화물차량을 본인 사업장 앞 도로 갓길에 주차를 하였더니 불법 주정차 위반 사실 통고장이 날아온바 심히 유감을 금할 수 없습니다. 물론 본인이 불법주차를 한 것은 인정하나 8년 동안 사업장을 운영하면서 구청에서 주청 차 위반 단속을 나왔어도 인도에 주차한 것은 계도 조치를 하지만 도로변 주차는 아무런 이야기를 하지 않았으므로 이번 단 속건은 본인이 수긍할 수가 없군요 물론 원활한 차량 소통을 위하여 불법 주정차 단속을 하는 것은 마땅하나 똑같은 도로에 주차선 표시된 것은 합법이고 표시가 없는 것은 불법이고, 또한 단속을 하려면 들안길에 불법주차가 가장 심한 시간대 ( 오전 11:00-오후 02:00 )에는 왜 주차단속을 하지 않는 것인지 수긍이 가는 답변을 부탁합니다 구청에서 불법 주정차 단속 의지가 확고하다면 아침 이른 시간이 아닌 가장 불법주차가 성행할 때 단속을 해야 되는 것이 아닌지 묻고 싶네요",462,동사무소,수성1가동
,298,도시국,도시국 건설과
,471,주민생활지원국,주민생활지원국 산업환경팀
,679,도시국,도시국 건축과
"범물동 진밭골 입구 저수지 운영에 관하여 안녕하십니까 저는 동네 주민입니다 다름 아니오라 진 밭골 입구에 있는 저수지에 물이 어제 비가 와서 맑은 물이 가득 고여 있어 오늘 아침이면 청둥오리도 날아와서 노닐고 기분도 상쾌하고 주변 환경도 아름다욷데 하루만 지나면 그 물이 다 빠져 버려서 새들도 다 가버리고 황량한 바닥만이 드러나니 보기에 흉할 뿐만 아니라 생태계에도 많은 문제가 있다고 생각합니다 어떻게 해서 이전수지에는 물이 담기면 담수가 지속되지 않고 곧바로 배수가 되게 설계, 건설하셨는지 이해가 되지 않습니다 왜 그렇게 했는지를 알고 싶고요 만약 설계나 시공이 잘못되었다면 정정할 수는 없는지 알려주시면 고맙겠습니다 물이 빠지고 바닥만 드러나 보이는 연못은 너무 보기 흉하고 좋지 않습니다",310,도시국,도시국 공원녹지과
경북고등학교 맞은편 주차단속 바랍니다 밤 10시경부터 경북고등학교 맞은편 농협 앞부터 시작해서 캐슬골드파크 4단지 입구까지 학부모 차량 때문에 사고 위험 및 통행에 지장이 많습니다 특히 U턴 부분과 2중 주차 차량으로 사고 위험이 많습니다 경북고등학교가 사라지지 않는 한 불법 주정차량이 끊이지 않을 것 같습니다 4단지 주민들 불편이 엄청납니다 제발 말로만 단속하겠다 하지 마시고 실제로 나와서 지속적인 단속 바랍니다 부탁드립니다,307,도시국,도시국 건축과
칡넝쿨 제거 요망 칡넝쿨 제거 요망 뒷동산 공원에 칡넝쿨이 무성하여 소나무 등 나무가 고사하고 있습니다 칡넝쿨을 제거하여 좋은 숲이 뒤도록 하여주시면 감사하겠습니다 위치= 凡勿洞 ( 관계삼거리 ) -三德洞 ( 운곡사 ) 간 동산 ( 가칭 凡德山 ),152,복지국,복지국 경제환경과
욱수동보국웰리치야간공사소음및가로등불빛으로수면방해 수서구욱수동에사는주민으로서보국웰리치아파트공사로인해진정합니다.공사전일요일공사안하기주민피해주지않기로약속함에불구하고일요일공사로소음및비산먼지로고통받고또한야간공사로인해소음이너무심해고통받고있으며도로에보안등이있음에도불구하고바로옆에가로등을설치하여공부하는학생이불빛땜에수면을취하지못해고통스러워하고있어현장사무실에건의를했지만받아드이지않고계속공사를하며심지어공사하는업자들도이렇게시끄러워도가만있는걸보니동네분들이양반이네할정도로얘기할정도로참고있음에도불구하고그걸도로역이용하는보국건설에현지답사하시어주민의고통좀해소시켜주면고밉겠읍니다 제발 빠른 시일 안안에 조치 부탁드립니다,741,도시국,도시국 건설과
,790,도시국,도시국 건축과
직장인들을 위한 생활체육 프로그램도 만들어주세요 관내 생활체육 프로그램 현황입니다 http : //www.suseong.daegu.kr/information/info04_01.php cat_idx=156 성서공단에서 일하고요 18시 30분에 퇴근해서 집에 오면 7시 40분쯤 됩니다 생활체육 프로그램 편성시간은 일과시간밖에 없네요 직장인들이 집에 와서 밥 먹고 참여할 수 있는 시간에도 좋은 프로그램 하나 편성해 주세요 21시 정도에 시작하는 1시간짜리 프로그램이 내용이 좋다면 많은 직장인들에게 호응을 얻을 수 있을 것 같습니다 시지에 아래나 스포츠에 21시부터 시작하는 수영이 한 달에 3만 5천 원이면 당장이라도 할 것 같네요 더 많은 구민들이 함께할 수 있게 의견 수렴 바랍니다,835,도시국,도시국 건축과
"무법천지-불법 주정차 아랫글과 같이 불법 주정차에 관한 민원이 있지만, 구청 공무원들과 경찰들은 현수막 몇 장만 내 걸고 업무태만 중이다 우리나라가 선진국이 되려면 기초질서가 먼저 잡혀야 하겠는데, 공무원들 꼬락서니 보면 영원히 불가능해 보인다 세상에 어느 나라가 도로 어느 곳에 주차하는 것이 가능한 나라가 있는가 공무원들은 선진국에 놀러 다니는가 고산지구대 경찰들은 자기 마당 입구에 밤샘주차를 하는 차량을 보고도 그냥 지나친다 .. 구제불능이다 .. 수성구청 공무원들 여러분 사명감을 가지고 일 좀 하십시오 적어도 수성구라도 사람답게 살 수 있는 환경 좀 만드는데 노력 좀 하세요 오늘도 불법 주정차 천국인 거리를 다니며 스트레스 확확 싸인다 .. 빌어먹을 후진국 ..",505,도시국,도시국 교통과
"글쓰기 수정 시 에러로 인해 글이 뒤죽박죽되었네요 수고하십니다 민원으로 인해 폐를 끼치게 된 점 다시금 사죄드립니다 참 8월 16일, 민원 드린 글의 처리 여부를 확인차 들러 제가 올린 글을 다시 읽어 보니 글 수정 시의 에러로 인해 글이 뒤죽박죽되었네요 ( 삭제 혹 수정한 글이 일부 에러가 났네요 .. 삭제나 수정한 글이 엉뚱한 곳에 붙어 있기도 하고요 ) 지금은 수정도 안 되는 상태이고요 여하튼 .. 공정하게 처리해 주시기를 거듭 부탁드립니다",2090,도시국,도시국 건축과
,278,도시국,도시국 교통과
상동 소공원 저는 대구 수성구 상동에 사는 한 학생인데 요즘 저녁에 운동을 갑니다 근대 상동 소공원에는 다 잘 돼있지만 운동기계가 좀 부족해서 밑에 있는 희망 어린이 공원에서 운동을 합니다 상동 소공원에도 운동기계 좀 넣어주세요 귀찮으시더라도 답변을 꼭 부탁드릴게요,776,교육문화국,교육문화국 문화체육과
,577,도시국,도시국 건축과
,212,도시국,도시국 건축과
,312,도시국,도시국 건축과
,487,도시국,도시국 건축과
,312,도시국,도시국 건축과
어제 비로 ..... 어제 비로 하수도 맨홀이 떨어져 매우 위험합니다 이곳은 해마다 되풀이되는 곳으로 임시적인 조치를 하지 마시고 근본적인 조치가 필요합니다 평상시에도 하수도 물이 길 위로 역류하여 냄새도 나고 위생에 불결하오니 바쁘시지만 조치를 부탁합니다 위치 : 수성구 범어 2동 136-41 신토불이 가게 앞,439,도시국,도시국 건축과
가로수 벌레 방제 작업 좀 해주세요 하얀 진드기 같은 것들이 집안에도 다 옮겼습니다 교수촌과 예술인 주택 사이에 있는 단풍나무에 하얀색 진드기 같은 게 나무 전체에 다닥다닥 붙어있습니다 벌레인지 진드기 종류인지는 잘 모르겠지만 움직이진 않고 붙어 있는 걸 떼어내면 안쪽은 빨간색 으로 되어 있다고 하네요 나뭇잎이 떨어져 있으면 더럽고 징그러워서 보지도 못하겠고요 매년 저런 거 같은데 약으로 안되면 가로수를 바꾸던지요 낙엽 떨어지는 가을이 되면 정말 미치겠습니다 집안 화분에도 다 옮겼고요 지금은 집에 있는 화분은 죄다 저 허연 진드기 같은 것들이 다닥다닥 붙어있습니다 정말 징그럽습니다 꼭 확인하고 처리해 주세요,941,도시국,도시국 건축과
"장기 방치차랑 처리 요구 구청 업무에 노고가 많으십니다 범어삼환나우빌 앞 복개도로변에 장기간 방치된 방치 차량 처리를 요구하오니 조속한 시일 내에 조치를 부탁드립니다 위치 : 대구시 수성구 수성 4가동 1005번지 범어삼환나우빌 앞 범어천 복개도로변 차량번호 : 대구 28 고 8465 차 종 : 세피아 ( 적색 ) 특기사항 : 차량 앞쪽에 넘버는 없는 상태이며, 뒤쪽에는 넘버 있음",977,도시국,도시국 건축과
,522,도시국,도시국 건축과
,470,도시국,도시국 건축과
장기간 방치된 차량 수성 3가 101-1번지 집 앞에 장기간 방치된 차량입니다 제가 알기로는 구청에서 체납으로 인해 차량 번호판을 떼어간 것으로 알고 있습니다 한 4개월 되었고요 ... 가뜩이나 부족한 주차공간인데 무단방치된 차량 때문에 보기에도 좋지 않고 불편한 점이 한두 가지가 아닙니다 이런 시일 내에 처리해 주시면 감사하겠습니다,184,도시국,도시국 건축과
사월 지하철역 앞 택시 사월 지하철역 앞에 붑법영업을 하는 택시분들이 너무도 많네요 호객행위 합승은 기본이네요 그런데 단속을 전혀 나오지를 않는군요 22:00~00:15분 사이에 많은 붑법 행위가 이루어지네요 단속을 한 번만 하시지 마시고 지속적인 단속 부탁합니다,824,도시국,도시국 건축과
,382,도시국,도시국 건축과
흉물로 방치된 사월역 효성 백년가약 주차장 사월역 뒤편 효성 백년가약 동쪽 편에 주차장 부지로 조성되어 있는 곳이 몇 달째 펜스가 쳐져 있고 공사 자제가 쌓여있는 체로 방치 아닌 방치가 되어있더군요 .... 사월 지구 단위계획상 주차장 부지로 되어있고 사람들 사이에서는 효성에서 기부체납했다는 말도 있고 시설만 기부체납했다는 말도 있고 한데 정확한 사실과 언제부터 주차장으로 이용 가능한지 유료인지 무료인지 또 주차장의 주인은 누구인지 알고 싶습니다 밤에 그쪽이 어두워 노약자들은 무서워하고 다른 불미스러운 사고가 있을까 걱정됩니다 구체적인 답변 부탁드립니다,913,도시국,도시국 건축과
"수성못에 안녕하세요 더운 날씨에도 민원과 업무에 수고가 많습니다 수성유원지는 사계절 많은 사람들의 쉼터로 자리 잡은 곳입니다, 수성유원지에서 요즘 매일 죠킹이나 산책하는 분들이 많이 있습니다 이 많은 사람들 중 수성못 둘레가 몇 킬로 몇백 미터인지 아는 사람은 과연 몇 명이나 될까요 저는 수성못을 죠킹하면서 이런 생각을 했습니다 시작되는 출발지에서 끝나는 지점까지 정확한 킬로와 미터 표시가 있었으면 좋겠다고 생각을 했습니다 100미터 단위나 아니면 200미터 단위로 곳곳마다 표시를 하면 죠킹이나 산책하는 사람들 보고 느끼면서 즐길 수 있지 않을까 생각합니다 수성못 거리 표시를 해 주었으면 하는 바람입니다 더운 날씨 수고하시고 구청장님도 건강하세요",180,도시국,도시국 건축과
시지 퍼스트와 사월 화성파크드림 사이 도로가 막혀있어요 ... 시지 사월역 앞 쉬지 퍼스트와 사월 화성파크드림 사이 도로가 막혀있어 불편해요 ... 직장이 그쪽이라 편의점 이용 및 주유 등의 문제로 그쪽으로 많이 다니는데 공사 중일 때 막혀있던 도로가 철 파리 프로 도로에 박혀있더군요 ... 화성에선 구청에 허가받은 사항이라고 하는데 막을 도로면 도대체 왜 포장하고 공사한다고 그동안 길을 막은 건지요 ... 쓰지도 못하는 도로를 왜 만든다고 불편하게 하다가 공사가 끝나고 당연히 개통됐을 거란 생각에 들어갔다가 좁은 길 돌아 나오는데 어찌나 짜증이 나는지 ... 시지 퍼스트에서는 화성에서 막은 거라던데 화성은 도대체 무슨 권리로 길을 막죠 .. 저희 아파트 ( 효성타운 ) 도 아파트 도로 막았다가 주민들 민원에 다시 열었는데 화성은 특별한가요 .. 오늘 아침도 그쪽으로 진입했다 여전히 막혀있는 걸 보고 정말 낭비라는 생각밖엔 안 들더군요 ... 빠른 조치 부탁드립니다 ...,886,도시국,도시국 건축과
"과속 방지턱 설치해 주세요 사월동 시지 6차 태왕 리더스에 거주하는 구민입니다 달구벌 대로에서 저희 집으로 진입하는 도로가 있는데, 한 방향에만 과속방지턱이 있습니다 한 방향에만 과속 방지턱이 있다 보니 몰지각한 운전자들이 중앙선을 넘어서 역주행을 일삼고 있습니다 역주행을 일삼는 차들을 보면 매우 아찔합니다 하루빨리 과속방지턱을 양방향 모두 설치하시든지 감시카메라 또는 단속을 부탁드립니다",312,도시국,도시국 건축과
,249,도시국,도시국 공원녹지과
,517,도시국,도시국 건축과
주차 단속 좀 하십시오 범어 로데오 거리 입구 문깡 학원부터 그 옆 영어 학원 저녁시간과 애들 마치는 시간만 되면 학원 버스가 차선 2개 차로를 막고 있습니다 버스 기사분들 도로가 아주 자기 땅이라는 듯이 당연하다고 생각하더군요 덕분에 사고 날뻔한 적도 몇 번 있고요 도대체 수성구청에선 무엇을 하는지요 학원에서 차선 2개 사용해도 된다고 돈이라도 내는 기요뿐만이 아니라 수성구청에서부터 쭉 내려오면 불법 주차한 차들 수없이 많습니다 특히 우회전해야 할 곳 바로 앞에다가 길 막고 있는 차들 도대체 이런 차들은 왜 단속을 안 하는지요 학원 버스들 2개 차로 막고 있는 거 단속 바랍니다,355,도시국,도시국 건축과
"가로수에 가려 가로등이 살아졌습니다 ( 지산동 금빛길 126호 두레마을 대구 남부지사 앞 ) 무성한 가로수로 인해 가로등이 살아졌습니다, 그리고 지붕 위로 가로수가 뻐더나와 낙엽이 물 받침대에 쌓여서, 지붕 위에 설치된 물길을 막아 지난번에는 물이 흘려가지 못해 가게 안으로 물이 들어와 피해를 본적도 있습니다, 지산동 불교한방병원에서 - 목련시장 사이에 있는 몇몇 가로수가 너무 자라서 여려 가지로 불편을 주고 있습니다, 수성구청 가로수 담당자님께서 가로수를 확인하시고, 빠른 시일 내 정지작업을 해주시면 대단히 감사하겠습니다",347,도시국,도시국 건축과
,517,도시국,도시국 건축과
상동시장 입구 인도 및 도로 과일장사로 인한 통행 불편신고 안녕하세요 수고가 많으세요~ 또 이렇게 글을 남기게 되네요 지난번 신고 드린 가건물에 대한 건은 처리 중이라고 하시어 기다리고 있습니다 가건물 외 인도와 도로에서 장사 중인 건 매번 따로 철거 요청을 드려 아하는 건가요 철거 조치를 취하셨다 하나 그다음 날이면 똑같이 장사를 하고 있는데요 하루 이틀 잠깐 장사하는 게 아니니 그 앞 도로는 완전 그 집 주차장입니다 어떻게 해결을 해야 할까요 그냥 참고 살아야 하는 건가요,399,도시국,도시국 건축과
,479,도시국,도시국 건축과
,520,도시국,도시국 건축과
대포 소리 같은 큰 소음을 없애주세요 시지에 사는 주민입니다 요 근래 낮과 밤에 10분 간격으로 대포 소리 같은 큰 소음이 들려 시끄러울 뿐만 아니라 한밤중에는 그 소리 때문에 깜짝깜짝 놀라서 잠을 잘 수가 없습니다 이게 무슨 소리인지 알아보니 월드컵 경기장 인근 대흥동에서 농사짓는 주민들이 산에서 산짐승들이 내려와 농산물을 훼손하지 못하게 무슨 기구를 이용해서 내는 소리라고 합니다 농작물 주인들이 농산물 훼손을 방지하는 것도 좋지만 인근의 많은 아파트 주민들이 소음에 피해를 입어야 하는지요 빠른 시일 내에 소음이 들리지 않도록 신속하게 조치하여 주시기 바랍니다,932,도시국,도시국 건축과
kbs 앞 도로에 화분은 꼭 있어야 합니까 kbs 앞 도로에 출퇴근 시간 및 평소에도 많이 복잡한데 도로 한 차선이 완전히 화분으로 막혀있는데 그곳에 불법주차를 못하게 하면 되지 꼭 화분이 있어야 됩니까 또 그 옆 우방아파트에서도 도로에 차량 통행금지를 위한 돌을 갖다 두었는데 철거해야 되는 게 아닌지요,479,도시국,도시국 건축과
,1360,도시국,도시국 공원녹지과
누구를 위한 폭염 축제입니까 지금 밤 10시 40분입니다 황금동 롯데캐슬인데 저녁 내내 시끄럽게 댄스음악이 들리더니 10분 전부터는 불꽃놀이 소리가 온 사방에 울려서 천둥 치는 소리를 방불케 합니다. 애들이 자다가 놀라서 다 깨고 난리가 났습니다 폭염 축제도 좋고 불꽃놀이도 좋습니다 ... 왜 밤늦게 하냐고요 ... 10시 전까지 끝내면 안 되나요 음악소리도 얼마나 컸으면 노래 가사가 집에서 다 알아들을 정도입니다 안 그래도 열대야에 못 자고 있는데 이렇게 늦게까지 하는 행사 면 근처에 사는 사람들이 교통 체증에 시달리는 것도 부족해서 소음공해에 시달리는 이런 행사 정말 반갑지 않습니다,1475,도시국,도시국 공원녹지과
